Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
798;13/09/2006;3;4;9;29;32;52;0;0; ; ;0;48;19.610,77;4104;228,5;SIM;13.355.239,88;0;0
799;16/09/2006;19;29;35;42;55;57;0;0; ; ;0;56;19.330,65;4675;230,69;SIM;20.861.429,08;0;0
800;20/09/2006;1;7;11;37;38;56;0;0; ; ;0;44;26.411,64;4497;257,44;SIM;22.895.125,15;0;0
801;23/09/2006;11;19;20;22;42;48;0;0; ; ;0;73;19.406,93;5791;243,72;SIM;25.374.360,34;0;0
802;27/09/2006;6;14;18;24;48;60;0;0; ; ;0;117;12.287,80;8216;174,32;SIM;27.890.287,63;0;0
803;30/09/2006;3;5;10;21;28;57;0;0; ; ;0;193;8.993,04;12055;143,44;SIM;30.927.687,90;0;0
804;04/10/2006;3;13;37;47;56;59;0;1;;SP;34.172.202,25;134;13.835,88;9937;185,88;NÃO;0;0;0
805;07/10/2006;2;30;36;43;48;60;0;0; ; ;0;62;14.428,43;3489;255,42;SIM;11.073.179,39;0;0
806;12/10/2006;18;26;35;41;47;60;0;0; ; ;0;50;18.518,81;3179;290,17;SIM;12.693.574,74;0;0
807;14/10/2006;2;8;27;32;49;56;0;0; ; ;0;130;7.262,48;6188;152,01;SIM;14.345.789,99;0;0
808;18/10/2006;2;15;21;31;46;57;0;0; ; ;0;44;24.446,08;3844;278,76;SIM;16.228.138,27;0;0
809;21/10/2006;5;11;15;23;25;30;0;0; ; ;0;121;8.582,38;7669;134,9;SIM;24.143.857,18;0;0
810;25/10/2006;1;4;5;33;37;48;0;0; ; ;0;75;17.505,65;6450;202,79;SIM;26.441.472,82;30.000.000,00;0
811;28/10/2006;10;28;32;41;47;57;0;2;;RS;14.597.902,39;89;17.684,31;5508;284,67;NÃO;0;0;0
SP;;;;;;;;;;;;;;;;;;;;
812;01/11/2006;11;13;38;39;54;57;0;0; ; ;0;57;9.696,24;2116;260,21;SIM;967.199,74;0;0
813;04/11/2006;9;15;23;45;46;56;0;0; ; ;0;43;14.647,97;3244;193,43;SIM;2.069.459,59;0;0
814;08/11/2006;2;8;11;41;46;50;0;0; ; ;0;37;18.442,44;2534;268,27;SIM;9.203.290,18;0;0
815;11/11/2006;9;19;37;39;50;57;0;0; ; ;0;56;17.528,89;3621;270,06;SIM;10.921.121,58;0;0
816;16/11/2006;20;21;30;40;47;52;0;0; ; ;0;21;39.708,11;1885;440,69;SIM;12.380.394,81;0;0
817;18/11/2006;10;29;30;34;43;52;0;0; ; ;0;27;34.364,35;2469;374,37;SIM;14.004.110,17;16.000.000,00;0
818;22/11/2006;8;9;22;25;41;44;0;0; ; ;0;58;16.865,13;4935;197,47;SIM;15.715.920,16;0;0
819;25/11/2006;5;19;25;46;51;58;0;0; ; ;0;105;11.132,90;5868;198,46;SIM;23.874.662,70;0;0
820;29/11/2006;10;17;21;32;45;46;0;2;;SP;13.046.320,38;82;15.456,29;5102;247,47;NÃO;0;0;0
SP;;;;;;;;;;;;;;;;;;;;
821;02/12/2006;4;29;33;36;38;42;0;0; ; ;0;37;17.462,93;3307;194,64;SIM;1.130.724,80;0;0
822;06/12/2006;4;10;17;27;41;52;0;0; ; ;0;31;19.931,52;2585;238,13;SIM;2.212.009,51;0;0
823;09/12/2006;1;15;26;51;54;59;0;0; ; ;0;22;35.180,77;2144;359,62;SIM;3.566.468,83;0;0
824;13/12/2006;6;7;9;20;33;48;0;0; ; ;0;53;14.753,39;5002;155,73;SIM;10.044.004,79;0;0
825;16/12/2006;10;21;28;40;41;47;0;0; ; ;0;52;19.453,75;4148;242,96;SIM;11.814.295,88;0;0
826;19/12/2006;6;7;8;27;45;53;0;0; ; ;0;68;9.188,18;3571;174,3;SIM;12.907.689,09;0;0
827;21/12/2006;18;24;30;42;51;56;0;0; ; ;0;47;21.021,73;4106;239,72;SIM;14.636.725,67;0;0
828;23/12/2006;23;28;38;42;50;53;0;0; ; ;0;29;40.114,62;3478;333,21;SIM;16.672.542,56;0;0
829;31/12/2006;10;14;32;47;50;56;0;0; ; ;0;162;18.311,20;10814;273,27;SIM;30.306.455,18;0;0
830;03/01/2007;2;13;41;49;51;53;0;0; ; ;0;94;24.135,05;7705;293,34;SIM;34.276.670,77;0;0
831;06/01/2007;3;32;33;42;48;50;0;0; ; ;0;117;31.716,10;12045;306,9;SIM;40.770.541,92;0;0
832;10/01/2007;15;17;23;33;39;49;0;1;;GO;52.807.317,17;510;13.486,58;37086;184,77;NÃO;0;0;0
833;13/01/2007;13;16;46;53;57;58;0;0; ; ;0;40;19.408,81;2678;288,8;SIM;1.358.616,66;0;0
834;17/01/2007;10;16;17;34;44;51;0;1;;SP;2.820.323,56;42;19.887,17;3073;270,78;NÃO;0;0;0
835;20/01/2007;18;31;33;49;57;58;0;0; ; ;0;40;28.893,86;4078;282,34;SIM;20.109.130,83;0;0
836;24/01/2007;17;22;28;38;52;59;0;0; ; ;0;64;20.981,59;4859;275,31;SIM;22.459.069,62;0;0
837;27/01/2007;5;6;16;24;34;60;0;1;;GO;25.067.473,09;73;20.418,03;6233;238,23;NÃO;0;0;0
838;31/01/2007;9;23;30;38;44;47;0;0; ; ;0;41;16.256,65;2825;235,05;SIM;1.166.414,58;0;0
839;03/02/2007;7;8;11;18;37;43;0;0; ; ;0;77;11.092,88;5314;160,13;SIM;9.548.388,11;0;0
840;07/02/2007;17;29;31;35;43;59;0;0; ; ;0;94;11.603,23;5512;197,13;SIM;11.457.118,69;0;0
841;10/02/2007;7;22;32;36;38;51;0;0; ; ;0;67;18.656,13;5162;241,23;SIM;13.644.549,97;0;0
842;14/02/2007;7;9;30;44;51;60;0;0; ; ;0;58;21.165,39;4700;260,2;SIM;15.792.837,51;0;0
843;17/02/2007;1;16;34;36;45;48;0;0; ; ;0;68;19.914,21;5642;239,1;SIM;18.162.628,75;0;0
844;24/02/2007;16;24;34;44;54;57;0;0; ; ;0;91;18.846,39;7679;222,5;SIM;29.460.722,37;0;0
845;28/02/2007;14;19;20;40;48;52;0;0; ; ;0;67;26.277,83;5308;330,43;SIM;32.541.798,04;0;0
846;03/03/2007;2;3;44;47;50;54;0;0; ; ;0;82;24.621,43;6231;322,79;SIM;36.074.973,92;0;0
847;07/03/2007;14;15;27;42;44;48;0;1;;RS;40.484.388,84;242;10.411,84;14062;178,5;NÃO;0;0;0
848;10/03/2007;17;27;32;34;47;56;0;1;;MG;1.351.049,04;90;8.578,09;4602;167,13;NÃO;0;0;0
849;14/03/2007;8;9;39;44;49;58;0;0; ; ;0;33;20.408,37;2208;303,87;SIM;10.859.511,56;0;0
850;17/03/2007;7;22;25;44;59;60;0;0; ; ;0;117;9.690,08;6520;173,22;SIM;12.843.555,94;0;0
851;21/03/2007;3;16;19;32;35;58;0;3;;SP;4.966.312,44;177;6.635,61;7593;154,1;NÃO;0;0;0
SP;;;;;;;;;;;;;;;;;;;;
SP;;;;;;;;;;;;;;;;;;;;
852;24/03/2007;6;14;23;34;38;44;0;0; ; ;0;42;16.051,24;3489;192,5;SIM;1.179.766,12;0;0
853;28/03/2007;30;38;46;51;56;59;0;0; ; ;0;17;43.287,28;1465;500,41;SIM;2.467.562,79;0;0
854;31/03/2007;3;17;24;25;27;44;0;0; ; ;0;88;10.150,39;7056;126,11;SIM;9.795.115,03;0;0
855;04/04/2007;3;24;31;42;43;53;0;0; ; ;0;59;16.966,53;3478;286,73;SIM;11.546.909,14;0;0
856;07/04/2007;11;15;40;41;42;47;0;0; ; ;0;37;25.678,52;2924;323,71;SIM;13.209.593,04;0;0
857;11/04/2007;2;3;17;49;50;59;0;0; ; ;0;71;17.126,48;4732;256;SIM;15.337.557,86;0;0
858;14/04/2007;4;18;23;31;37;54;0;2;;PR;8.889.537,74;185;7.541,37;8821;157,56;NÃO;0;0;0
SP;;;;;;;;;;;;;;;;;;;;
859;18/04/2007;9;12;34;46;47;57;0;0; ; ;0;35;18.296,99;3275;194,8;SIM;7.624.012,41;0;0
860;23/04/2007;2;8;17;22;42;44;0;0; ; ;0;111;8.602,66;6853;138,82;SIM;9.295.079,41;0;0
861;25/04/2007;39;40;42;47;59;60;0;1;;ES;10.840.760,96;34;25.977,84;2296;383,23;NÃO;0;0;0
862;28/04/2007;2;8;11;12;19;35;0;1;;RS;1.152.211,30;99;6.650,57;5632;116,46;NÃO;0;0;0
863;02/05/2007;15;24;32;50;53;57;0;0; ; ;0;25;18.975,51;1454;325,04;SIM;830.178,33;0;0
864;05/05/2007;8;11;31;33;42;57;0;0; ; ;0;47;16.053,56;2926;256,9;SIM;6.807.400,00;0;0
865;09/05/2007;23;26;27;41;51;53;0;0; ; ;0;28;31.424,15;2694;325,36;SIM;8.347.183,58;0;0
866;12/05/2007;5;27;36;40;46;48;0;0; ; ;0;46;23.174,32;3704;286,71;SIM;10.212.715,83;0;0
867;16/05/2007;10;19;26;28;44;54;0;0; ; ;0;51;20.699,48;4381;240,06;SIM;12.060.144,51;0;0
868;19/05/2007;21;22;25;40;51;57;0;0; ; ;0;37;32.369,99;3453;345,54;SIM;14.156.101,29;16.000.000,00;0
869;23/05/2007;27;29;42;49;50;51;0;1;;SP;16.192.436,64;57;20.414,39;3912;296,32;NÃO;0;9.000.000,00;0
870;26/05/2007;8;21;34;40;43;52;0;0; ; ;0;26;34.488,20;2923;305,61;SIM;8.272.810,82;10.000.000,00;0
871;30/05/2007;1;5;10;17;47;58;0;0; ; ;0;80;12.453,39;6225;159,45;SIM;10.016.284,93;12.000.000,00;0
872;02/06/2007;5;18;31;43;55;58;0;0; ; ;0;81;14.747,74;4636;256,7;SIM;12.106.777,43;14.000.000,00;0
873;06/06/2007;4;19;30;34;57;59;0;0; ; ;0;70;17.932,61;5051;247,59;SIM;14.303.522,62;17.000.000,00;0
874;09/06/2007;10;20;42;44;52;59;0;0; ; ;0;32;39.615,01;3024;417,62;SIM;23.535.080,88;26.000.000,00;0
875;13/06/2007;18;20;24;36;53;58;0;1;;SP;26.631.943,24;153;11.566,24;8240;213,95;NÃO;0;1.500.000,00;0
876;16/06/2007;4;8;12;41;45;60;0;0; ; ;0;30;29.219,33;3847;227;SIM;1.534.014,85;3.000.000,00;0
877;20/06/2007;13;15;20;28;31;36;0;0; ; ;0;69;14.440,64;4817;206,07;SIM;3.277.722,23;5.000.000,00;0
878;23/06/2007;11;12;37;38;43;54;0;0; ; ;0;33;29.970,93;3702;266,16;SIM;5.008.543,30;7.000.000,00;0
879;27/06/2007;10;28;29;35;42;46;0;0; ; ;0;45;21.995,08;3852;255,98;SIM;13.767.454,24;16.000.000,00;0
880;30/06/2007;25;30;37;46;49;51;0;0; ; ;0;46;28.154,03;4314;299,07;SIM;16.033.853,70;18.000.000,00;0
881;04/07/2007;4;18;24;43;51;56;0;0; ; ;0;99;14.336,70;6959;203,19;SIM;18.517.686,08;22.000.000,00;0
882;07/07/2007;17;41;42;44;45;60;0;1;;SC;21.492.982,24;81;20.989,74;6642;255;NÃO;0;1.300.000,00;0
883;11/07/2007;21;32;37;52;53;60;0;0; ; ;0;13;51.899,42;1494;449,89;SIM;1.180.711,67;2.500.000,00;0
884;14/07/2007;2;11;12;14;22;39;0;0; ; ;0;56;15.846,82;4752;186,05;SIM;10.204.577,30;12.000.000,00;0
885;18/07/2007;4;13;31;33;47;51;0;0; ; ;0;114;9.254,88;6503;161,63;SIM;12.050.926,17;14.000.000,00;0
886;21/07/2007;17;33;37;50;55;59;0;0; ; ;0;100;12.422,33;5764;214,7;SIM;14.224.834,41;17.000.000,00;0
887;25/07/2007;1;12;21;32;34;44;0;0; ; ;0;79;15.886,22;4885;255,94;SIM;16.421.104,66;20.000.000,00;0
888;28/07/2007;24;40;50;52;54;60;0;1;;DF;18.947.548,96;50;28.873,65;3672;391,67;NÃO;0;1.000.000,00;0
889;01/08/2007;20;24;34;39;54;60;0;0; ; ;0;21;30.883,09;1733;372,81;SIM;8.190.614,89;10.000.000,00;0
890;04/08/2007;7;9;17;21;22;54;0;0; ; ;0;105;10.715,07;6983;160,51;SIM;10.159.508,19;12.000.000,00;0
891;08/08/2007;15;16;19;22;34;35;0;0; ; ;0;92;13.781,11;6400;197,35;SIM;12.378.266,60;15.000.000,00;0
892;11/08/2007;1;19;42;44;49;52;0;0; ; ;0;54;28.078,08;4782;315,87;SIM;15.031.644,65;18.000.000,00;0
893;15/08/2007;3;18;26;51;53;56;0;0; ; ;0;105;14.747,51;6595;233,91;SIM;17.741.499,79;21.000.000,00;0
894;18/08/2007;20;24;28;37;41;44;0;0; ; ;0;59;31.502,25;6653;278,31;SIM;30.139.459,45;33.000.000,00;0
895;22/08/2007;2;41;43;55;57;58;0;0; ; ;0;82;29.366,19;6473;370,6;SIM;34.353.506,77;40.000.000,00;0
896;25/08/2007;5;11;22;31;35;41;0;0; ; ;0;98;31.002,68;10769;281,06;SIM;39.670.465,09;45.000.000,00;0
897;29/08/2007;7;21;22;43;46;57;0;0; ; ;0;212;18.019,32;16644;228,65;SIM;46.355.633,71;54.000.000,00;0
898;01/09/2007;3;4;8;30;45;54;0;2;;RO;27.782.053,83;596;8.828,84;27120;193,29;NÃO;0;1.500.000,00;0
SC;;;;;;;;;;;;;;;;;;;;
899;05/09/2007;18;20;36;53;54;58;0;0; ; ;0;948;951,79;3559;252,57;SIM;20.867.361,42;24.000.000,00;0
900;08/09/2007;4;18;21;34;38;59;0;1;;DF;23.334.752,92;89;15.842,00;6184;227,14;NÃO;0;1.500.000,00;0
901;12/09/2007;13;16;32;33;34;56;0;0; ; ;0;100;9.381,13;5617;166,39;SIM;1.641.698,41;3.500.000,00;0
902;15/09/2007;18;23;50;52;55;58;0;0; ; ;0;68;17.237,57;3490;334,59;SIM;3.692.969,85;6.000.000,00;0
903;19/09/2007;5;17;20;32;41;55;0;0; ; ;0;62;19.346,40;4688;254,89;SIM;5.792.054,30;8.000.000,00;0
904;22/09/2007;32;44;48;51;53;59;0;0; ; ;0;72;18.874,08;4007;337,86;SIM;15.768.458,93;18.000.000,00;0
905;26/09/2007;2;4;15;16;55;57;0;1;;RJ;18.405.503,18;89;16.931,26;6223;241,23;NÃO;0;1.500.000,00;0
906;29/09/2007;7;14;24;29;35;39;0;1;;MT;1.583.115,71;49;18.461,99;4239;212,6;NÃO;0;1.500.000,00;0
907;03/10/2007;9;36;37;41;51;53;0;0; ; ;0;25;32.080,72;2244;356,05;SIM;1.403.531,54;3.000.000,00;0
908;06/10/2007;1;9;19;25;50;52;0;0; ; ;0;120;8.660,71;6205;166,86;SIM;3.222.281,26;5.000.000,00;0
909;10/10/2007;17;22;26;28;38;42;0;0; ; ;0;48;21.301,42;4586;222,11;SIM;11.605.715,34;14.000.000,00;0
910;13/10/2007;3;15;27;29;36;53;0;0; ; ;0;107;10.618,33;6512;173,81;SIM;13.593.997,94;16.000.000,00;0
911;17/10/2007;1;6;28;29;46;49;0;1;;MT;15.981.772,55;63;21.657,82;5376;252,84;NÃO;0;1.500.000,00;0
912;20/10/2007;4;19;21;26;29;54;0;0; ; ;0;62;13.412,10;4474;185,16;SIM;1.455.212,96;3.000.000,00;0
913;24/10/2007;14;30;36;38;46;59;0;1;;DF;2.915.782,13;27;30.911,51;2683;309,9;NÃO;0;1.200.000,00;0
914;27/10/2007;9;12;23;33;45;51;0;0; ; ;0;64;12.406,06;4731;167,2;SIM;7.590.419,67;10.000.000,00;0
915;31/10/2007;17;20;26;28;48;49;0;1;;GO;9.448.268,16;44;24.127,91;3580;295,43;NÃO;0;1.500.000,00;0
916;03/11/2007;5;28;33;36;37;38;0;0; ; ;0;144;4.648,18;3220;207,09;SIM;1.171.341,29;2.500.000,00;0
917;07/11/2007;23;25;30;46;47;59;0;0; ; ;0;61;14.133,49;3491;246,03;SIM;2.680.091,97;4.000.000,00;0
918;10/11/2007;4;8;12;38;44;52;0;0; ; ;0;135;7.591,36;6883;148,33;SIM;4.473.550,36;6.000.000,00;0
919;14/11/2007;3;25;31;41;43;60;0;0; ; ;0;37;28.441,93;3505;299,1;SIM;12.153.032,42;14.000.000,00;0
920;17/11/2007;5;17;24;52;55;57;0;0; ; ;0;94;12.657,72;6584;180,04;SIM;14.235.226,59;16.000.000,00;0
921;21/11/2007;1;9;35;41;48;57;0;0; ; ;0;62;21.395,20;4365;302,75;SIM;16.556.605,48;20.000.000,00;0
922;24/11/2007;12;13;19;41;45;49;0;0; ; ;0;136;11.821,04;8735;183,36;SIM;19.370.014,34;22.000.000,00;0
923;28/11/2007;2;15;39;50;53;57;0;0; ; ;0;90;19.370,44;6122;283,68;SIM;22.420.857,89;26.000.000,00;0
924;01/12/2007;2;20;21;27;51;60;0;0; ; ;0;90;22.081,88;7236;273,61;SIM;35.717.127,33;40.000.000,00;0
925;05/12/2007;8;22;36;37;46;52;0;1;;SP;40.628.613,64;132;21.261,85;10214;273,74;NÃO;0;1.200.000,00;0
926;08/12/2007;21;33;34;40;41;59;0;0; ; ;0;24;35.599,69;2019;421,58;SIM;1.495.186,73;3.000.000,00;0
927;12/12/2007;19;23;26;31;33;36;0;0; ; ;0;45;20.517,91;3499;262,88;SIM;3.110.971,95;5.000.000,00;0
928;15/12/2007;4;10;32;33;49;60;18.230.080,50;1;;SC;5.077.029,42;43;26.127,01;4246;263,59;NÃO;0;1.000.000,00;0
929;19/12/2007;16;27;35;39;49;57;0;0; ; ;0;42;18.094,16;3095;244,61;SIM;9.414.519,05;11.000.000,00;0
930;22/12/2007;20;28;37;46;49;55;0;0; ; ;0;73;18.344,90;5481;243,81;SIM;11.758.079,40;16.000.000,00;0
931;31/12/2007;7;17;19;34;36;39;0;0; ; ;0;245;9.393,97;14573;157,93;SIM;15.785.742,06;20.000.000,00;0
932;05/01/2008;2;17;21;36;42;53;0;1;;RN;19.685.655,01;196;11.370,01;10515;211,94;NÃO;0;1.300.000,00;0
933;09/01/2008;8;14;25;39;45;51;0;0; ; ;0;66;11.712,22;3308;233,68;SIM;1.352.761,06;3.000.000,00;0
934;12/01/2008;1;3;21;25;44;48;0;0; ; ;0;55;17.289,83;5101;186,42;SIM;12.508.366,08;15.000.000,00;0
935;16/01/2008;7;13;18;29;31;45;0;0; ; ;0;243;5.396,61;10898;120,33;SIM;14.803.274,65;17.000.000,00;0
936;19/01/2008;5;14;22;29;33;44;0;2;;RJ;8.699.137,89;144;10.297,63;9280;159,79;NÃO;0;1.200.000,00;0
RS;;;;;;;;;;;;;;;;;;;;
937;23/01/2008;2;21;22;30;41;52;0;0; ; ;0;20;36.413,65;1763;413,09;SIM;1.274.477,80;3.000.000,00;0
938;26/01/2008;15;27;35;50;57;59;0;0; ; ;0;39;23.406,66;3235;282,18;SIM;2.871.982,33;5.000.000,00;0
939;30/01/2008;6;19;23;37;49;50;0;0; ; ;0;103;9.216,78;5670;167,43;SIM;11.264.174,77;13.500.000,00;0
940;02/02/2008;5;25;31;33;37;51;0;0; ; ;0;109;11.635,12;6936;182,85;SIM;13.483.573,63;15.000.000,00;0
941;06/02/2008;10;11;15;27;53;60;0;0; ; ;0;37;20.206,51;3406;219,51;SIM;14.791.945,07;16.000.000,00;0
942;09/02/2008;5;8;18;42;52;59;0;0; ; ;0;73;20.890,58;5310;287,2;SIM;17.460.716,85;20.000.000,00;0
943;13/02/2008;3;12;23;41;47;58;0;1;;RS;20.498.366,41;116;14.963,79;7783;223,02;NÃO;0;1.100.000,00;0
944;16/02/2008;16;37;43;52;58;59;0;0; ; ;0;21;38.432,28;2669;302,39;SIM;9.017.085,00;11.000.000,00;0
945;20/02/2008;4;8;27;44;54;59;0;0; ; ;0;118;9.974,16;6615;177,92;SIM;11.076.748,93;13.000.000,00;0
946;23/02/2008;1;5;12;47;52;59;0;0; ; ;0;92;15.029,80;6373;216,97;SIM;13.496.546,46;16.000.000,00;0
947;27/02/2008;3;5;11;14;33;58;0;1;;SP;16.035.424,27;95;15.271,45;8955;162,01;NÃO;0;1.500.000,00;0
948;01/03/2008;22;41;44;46;52;54;0;0; ; ;0;30;27.177,27;2141;380,81;SIM;1.426.806,41;3.000.000,00;0
949;05/03/2008;1;23;41;44;51;52;0;0; ; ;0;28;31.580,90;2679;330,08;SIM;10.111.849,01;12.000.000,00;0
950;08/03/2008;23;41;42;48;49;59;0;0; ; ;0;43;30.111,09;3953;327,54;SIM;12.377.708,64;15.000.000,00;0
951;12/03/2008;14;24;34;39;49;55;0;0; ; ;0;41;33.969,92;3894;357,67;SIM;14.815.050,33;17.000.000,00;0
952;15/03/2008;2;11;18;27;30;54;0;0; ; ;0;132;11.947,28;7126;221,31;SIM;17.574.870,51;20.000.000,00;0
953;19/03/2008;1;16;39;42;48;55;0;1;;MG;20.509.951,37;71;23.622,38;5055;331,79;NÃO;0;1.200.000,00;0
954;22/03/2008;5;8;18;24;33;57;0;0; ; ;0;81;7.848,36;5213;121,95;SIM;9.334.367,34;11.000.000,00;0
955;26/03/2008;5;12;21;32;33;35;0;2;;MG;5.678.963,92;90;12.848,01;6180;187,11;NÃO;0;1.200.000,00;0
SP;;;;;;;;;;;;;;;;;;;;
956;29/03/2008;46;47;51;54;57;59;0;1;;SP;1.385.109,95;38;20.828,72;2468;320,7;NÃO;0;1.300.000,00;0
957;02/04/2008;24;25;32;34;50;57;0;0; ; ;0;24;30.247,28;2210;328,48;SIM;1.270.385,50;2.500.000,00;0
958;05/04/2008;7;13;22;33;48;51;0;3;;BA;978.205,14;269;3.535,28;8718;109,09;NÃO;0;1.300.000,00;0
RJ;;;;;;;;;;;;;;;;;;;;
SP;;;;;;;;;;;;;;;;;;;;
959;09/04/2008;3;5;11;33;39;57;0;0; ; ;0;138;5.376,40;7139;103,93;SIM;6.756.745,86;8.500.000,00;0
960;12/04/2008;6;18;19;33;34;53;0;0; ; ;0;73;15.299,06;4852;230,18;SIM;8.711.201,48;11.000.000,00;0
961;16/04/2008;2;4;16;21;36;53;0;0; ; ;0;81;15.330,15;7193;172,63;SIM;10.884.250,08;13.000.000,00;0
962;19/04/2008;2;11;40;48;49;55;0;1;;RS;13.272.508,39;41;33.285,83;3554;384;NÃO;0;1.200.000,00;0
963;23/04/2008;15;17;37;48;50;59;0;0; ; ;0;30;20.269,81;2644;229,99;SIM;1.064.165,04;2.300.000,00;0
964;26/04/2008;8;13;20;26;33;42;0;0; ; ;0;125;7.097,23;6128;144,77;SIM;9.139.860,10;11.000.000,00;0
965;30/04/2008;5;30;36;39;57;58;0;0; ; ;0;61;18.625,79;3934;288,81;SIM;11.128.162,61;13.000.000,00;0
966;03/05/2008;1;4;26;28;41;58;0;0; ; ;0;55;21.206,52;4397;265,26;SIM;13.169.290,24;15.000.000,00;0
967;07/05/2008;5;13;14;18;30;57;0;0; ; ;0;91;15.768,06;7445;192,74;SIM;15.680.353,75;18.000.000,00;0
968;10/05/2008;1;4;13;30;51;60;0;0; ; ;0;124;13.308,65;9572;172,41;SIM;18.568.330,65;22.000.000,00;0
969;14/05/2008;13;25;35;41;50;56;0;1;;PE;21.823.614,22;82;22.684,90;6898;269,67;NÃO;0;11.000.000,00;0
970;17/05/2008;5;21;28;34;54;57;0;3;;GO;3.712.467,76;108;10.992,48;6144;193,23;NÃO;0;1.300.000,00;0
PE;;;;;;;;;;;;;;;;;;;;
SP;;;;;;;;;;;;;;;;;;;;
971;21/05/2008;4;11;14;33;44;45;0;0; ; ;0;66;11.508,75;4390;173,02;SIM;1.329.260,36;2.700.000,00;0
972;24/05/2008;15;18;31;33;34;56;0;3;;PE;912.435,75;723;1.112,86;4082;197,11;NÃO;0;1.200.000,00;0
SC;;;;;;;;;;;;;;;;;;;;
SP;;;;;;;;;;;;;;;;;;;;
973;28/05/2008;1;8;30;36;47;53;0;0; ; ;0;36;19.679,25;2274;311,55;SIM;1.239.792,94;2.500.000,00;0
974;31/05/2008;12;16;20;31;38;45;0;0; ; ;0;93;10.307,56;4213;227,53;SIM;8.440.373,33;11.000.000,00;0
975;04/06/2008;9;30;33;37;40;41;0;0; ; ;0;55;25.191,37;4524;306,26;SIM;10.865.043,23;13.500.000,00;0
976;07/06/2008;14;23;25;28;38;53;0;0; ; ;0;74;21.152,88;6395;244,77;SIM;13.604.340,57;16.000.000,00;0
977;11/06/2008;3;5;7;9;17;32;0;1;;SP;16.584.111,63;452;3.767,10;24482;69,55;NÃO;0;1.300.000,00;0
978;14/06/2008;12;16;18;27;42;58;0;0; ; ;0;69;13.220,26;4616;197,61;SIM;1.596.346,74;3.500.000,00;0
979;18/06/2008;3;15;28;31;39;51;0;0; ; ;0;42;23.261,38;3714;263,05;SIM;11.484.484,11;13.000.000,00;0
980;21/06/2008;15;17;29;35;36;59;0;0; ; ;0;88;16.054,57;6837;206,64;SIM;13.956.888,71;16.000.000,00;0
981;25/06/2008;1;8;34;41;53;58;0;0; ; ;0;74;20.200,29;4974;300,53;SIM;16.572.825,97;19.000.000,00;0
982;28/06/2008;8;12;24;40;43;49;0;0; ; ;0;125;14.102,62;8510;207,15;SIM;19.657.775,24;23.000.000,00;0
983;02/07/2008;16;22;32;38;40;45;0;1;;SC;24.038.180,79;244;10.258,56;9930;252,07;NÃO;0;1.500.000,00;0
984;05/07/2008;4;10;20;43;46;47;0;0; ; ;0;38;26.313,69;2643;378,33;SIM;11.966.686,94;15.000.000,00;0
985;09/07/2008;4;16;18;46;56;59;0;0; ; ;0;55;26.215,60;4846;297,54;SIM;14.489.938,27;17.000.000,00;0
986;12/07/2008;6;15;19;24;31;32;0;0; ; ;0;120;15.043,78;7953;226,99;SIM;17.649.132,28;21.000.000,00;0
987;16/07/2008;13;27;31;34;47;58;0;0; ; ;0;193;10.707,60;10923;189,19;SIM;21.265.623,87;25.000.000,00;0
988;19/07/2008;8;17;46;48;56;60;0;0; ; ;0;73;31.767,36;6874;337,36;SIM;25.323.903,99;30.000.000,00;0
989;23/07/2008;2;21;27;29;32;38;0;0; ; ;0;130;23.437,38;10296;295,93;SIM;44.005.353,43;52.000.000,00;0
990;26/07/2008;2;10;15;18;29;39;0;2;;MG;26.586.140,51;290;18.062,91;20863;251,08;NÃO;0;2.000.000,00;0
RO;;;;;;;;;;;;;;;;;;;;
991;30/07/2008;8;9;15;38;41;60;0;0; ; ;0;36;26.823,95;3028;318,91;SIM;1.689.908,71;4.000.000,00;0
992;02/08/2008;1;4;6;8;25;28;0;0; ; ;0;330;3.731,21;13216;93,17;SIM;3.844.685,43;6.000.000,00;0
993;06/08/2008;5;24;25;26;42;60;0;0; ; ;0;68;18.539,43;5121;246,18;SIM;6.166.992,80;8.500.000,00;331.758,21
994;09/08/2008;3;20;29;40;44;58;0;0; ; ;0;47;31.786,28;3838;389,25;SIM;21.402.602,80;25.000.000,00;724.904,25
995;13/08/2008;4;16;31;36;54;55;0;0; ; ;0;76;24.991,48;6790;279,73;SIM;24.901.410,33;30.000.000,00;1.224.733,92
996;16/08/2008;7;15;20;21;23;29;0;2;;SC;14.458.257,67;165;13.209,87;11901;183,15;NÃO;0;1.500.000,00;1.798.320,37
SP;;;;;;;;;;;;;;;;;;;;
997;20/08/2008;9;17;18;32;53;55;0;0; ; ;0;40;22.382,42;3203;279,52;SIM;1.649.230,73;3.600.000,00;2.033.924,78
998;23/08/2008;3;4;21;22;28;32;0;0; ; ;0;40;27.708,98;4526;244,89;SIM;3.690.945,05;6.000.000,00;2.325.598,27
999;27/08/2008;18;24;36;44;55;58;0;0; ; ;0;103;11.227,56;6681;173,09;SIM;14.203.313,76;17.000.000,00;2.629.924,18
